customerID,tenure,MonthlyCharges,SeniorCitizen,InternetService,PhoneService,Contract,Churn
CUST_40_610,27,108.26363431893397,0,No,Yes,One year,0
CUST_41_781,9,38.87071083413794,0,Yes,No,Two year,0
CUST_42_575,15,47.88713525921819,0,Yes,No,Month-to-month,0
CUST_43_799,42,90.03578299727712,1,Yes,Yes,Month-to-month,0
CUST_44_882,51,104.66611422383059,0,No,No,One year,0
CUST_45_289,63,105.63242918780925,1,No,Yes,Two year,0
CUST_46_786,52,60.45081271221901,0,Yes,No,Two year,0
CUST_47_662,4,108.77700987609597,1,No,Yes,Month-to-month,1
CUST_48_975,23,105.09284487675127,0,No,Yes,Month-to-month,0
CUST_49_666,15,113.56349942209475,0,No,Yes,One year,0
CUST_50_343,43,98.53406511139436,0,No,Yes,One year,1
CUST_51_931,29,86.89882547142287,0,No,Yes,Two year,0
CUST_52_604,36,78.06866214364547,0,Yes,Yes,Two year,0
CUST_53_230,13,57.22827665617431,1,Yes,No,Month-to-month,1
CUST_54_584,32,114.01334424577784,0,Yes,Yes,Two year,1
CUST_55_918,71,117.36638367553174,0,No,No,One year,0
CUST_56_746,59,48.39209747374657,0,No,Yes,One year,1
CUST_57_120,28,50.536386034439346,0,Yes,No,Month-to-month,0
CUST_58_940,66,68.56137535862266,0,No,No,One year,0
CUST_59_266,42,64.84241429862473,0,Yes,No,One year,0
CUST_60_373,45,119.44574626108206,0,Yes,Yes,One year,1
CUST_61_487,62,37.59252526773454,0,Yes,Yes,One year,0
CUST_62_700,57,21.80753636155209,0,No,No,Month-to-month,0
CUST_63_415,6,69.38937151834347,0,No,Yes,Month-to-month,0
CUST_64_113,28,37.88227092213288,0,Yes,No,Two year,0
CUST_65_341,28,56.64687845828599,1,Yes,Yes,One year,0
CUST_66_876,44,94.41705230565623,0,Yes,No,Two year,0
CUST_67_445,30,92.09399242521293,0,Yes,No,Month-to-month,0
CUST_68_664,62,50.80607918523892,0,No,Yes,Month-to-month,0
CUST_69_997,62,74.25402305548992,0,No,No,Month-to-month,0
CUST_70_439,1,70.881407683876,1,Yes,Yes,Month-to-month,0
CUST_71_191,27,83.63326181858953,0,Yes,No,Month-to-month,0
CUST_72_466,62,45.04618186055841,0,No,No,Month-to-month,0
CUST_73_554,3,78.98708475605439,0,No,Yes,Month-to-month,1
CUST_74_527,70,117.8892858275009,0,Yes,Yes,One year,0
CUST_75_608,27,68.67421529594552,0,Yes,Yes,Two year,0
CUST_76_875,9,110.6098787718554,0,Yes,No,Month-to-month,0
CUST_77_134,62,63.43943655104287,0,No,Yes,One year,0
CUST_78_305,37,55.00784076946757,0,No,No,One year,0
CUST_79_180,51,84.51033620305648,0,No,No,Two year,0
CUST_80_661,44,86.89240596630997,0,Yes,Yes,Month-to-month,0
CUST_81_971,24,106.4167565071903,0,Yes,Yes,Two year,0
CUST_82_487,59,43.01852682415553,0,No,No,Month-to-month,0
CUST_83_101,32,69.91933798847523,0,No,No,One year,0
CUST_84_489,52,77.2004199209183,1,Yes,Yes,One year,0
CUST_85_665,62,96.8554014306309,0,No,Yes,One year,0
CUST_86_205,58,24.360377175443375,0,No,Yes,One year,0
CUST_87_871,52,119.4550510797341,0,Yes,Yes,Two year,0
CUST_88_921,12,66.99445139909429,1,No,Yes,Month-to-month,0
CUST_89_576,39,47.95603417967586,0,Yes,No,Month-to-month,0
CUST_90_802,2,108.3494022266259,0,Yes,No,Two year,1
CUST_91_501,3,94.77187738974139,0,Yes,No,Month-to-month,0
CUST_92_829,56,115.30718470239532,0,Yes,No,One year,0
CUST_93_655,59,53.07503046705137,1,Yes,Yes,Month-to-month,1
CUST_94_261,2,75.276496683549,1,Yes,Yes,One year,1
CUST_95_301,2,77.22924691708383,0,Yes,Yes,Two year,0
CUST_96_369,54,118.03315837160457,0,No,No,Month-to-month,0
CUST_97_962,1,27.53462560061282,1,Yes,No,Two year,1
CUST_98_915,19,50.56970192871818,0,Yes,Yes,Month-to-month,1
CUST_99_370,2,39.0911031150346,0,No,Yes,One year,0
